,Numero Contratti,Volume Ultimo,Volume totale,Prezzo ufficiale,Rendimento effettivo a scadenza netto,Rendimento effettivo a scadenza lordo,Duration modificata,Scadenza,Tasso Cedola su base Annua,anni_scadenza,median_monthly_volume_million,min_monthly_volume_million,max_monthly_volume_million,ratings
XS2750308483,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2751666426,0.0,0.0,0.0,99.68,2.59,3.48,2.75,2028-07-23,3.375,2.94,0.0,0.0,0.0,0
XS2751666699,0.0,0.0,0.0,99.5,2.9,3.93,7.62,2035-01-23,3.875,9.45,0.0,0.0,0.0,0
XS2758880798,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2759171254,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2760773411,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2761919005,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2804500069,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2804500226,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2804500572,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2804500812,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2804501208,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2770885411,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2774095777,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2774095934,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2775027043,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2775027472,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2778370051,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2781204149,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2781257857,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2781410712,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2784237864,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2785686523,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2816013937,0.0,0.0,0.0,100.83,1.91,2.66,5.92,2032-03-31,2.875,6.63,0.0,0.0,0.0,0
XS2816638873,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2816639095,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2821122996,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2821787962,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2792097375,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2794979885,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2795420293,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2798174434,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2802190459,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2802891833,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2802892054,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2804483381,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2804485915,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2804497506,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2804499973,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2829738637,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2830523895,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2830945452,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2836171814,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2837886014,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2804502511,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2804826688,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2805530693,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2805621146,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2808394345,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2811990303,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2813846354,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2813862716,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2813996241,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2815488247,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2815984732,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2845774772,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2845774855,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2847641961,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2849767202,0.0,0.0,0.0,105.05,2.35,2.76,5.28,2031-06-27,3.25,5.87,0.0,0.0,0.05,0
XS2852894679,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2823825711,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2823825802,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2824640713,0.0,0.0,0.0,100.3,3.96,5.39,0.24,2031-06-01,5.246,5.8,0.0,0.0,0.1,0
XS2824643220,0.0,0.0,0.0,102.1,3.52,4.93,4.06,2030-06-01,5.375,4.8,0.0,0.0,0.21,0
XS2824763044,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2825578193,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2826718087,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2829592679,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2829712673,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2829717631,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2829724504,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2888624785,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2892988192,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2892988275,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2895631567,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2895631641,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2837886105,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2837886287,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2840454917,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2840481480,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2841247583,0.0,0.0,0.0,102.77,2.48,2.92,5.26,2031-07-03,3.5,5.89,0.0,0.0,0.05,0
XS2842061421,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2844410287,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2845773881,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2845774004,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2845774343,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2845774699,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2928162945,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2929905292,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2930112730,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2935655113,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2937307929,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2856144576,0.0,0.0,0.0,104.77,1.8,2.57,5.37,2031-07-09,2.875,5.9,0.0,0.0,0.01,0
XS2856819102,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2861438815,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2864287466,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2864439158,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2880093765,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2881247105,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2881990191,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2887901325,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2887901598,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2887901911,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2964616879,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2965706216,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2970836511,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2970836784,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2970972613,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2896482598,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2902582357,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2904554990,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2904658429,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2904660755,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2906211946,0.0,0.0,0.0,101.58,2.45,3.4,6.74,2033-09-23,3.625,8.12,0.0,0.0,0.61,0
XS2906214619,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2910509566,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2911633274,0.0,0.0,0.0,100.06,3.06,4.14,7.4,2035-01-03,4.1562,9.39,0.0,0.0,0.59,0
XS2922654418,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2927492798,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2987793150,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2988685983,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2988687682,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2990296464,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2998271436,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2937308067,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2939329996,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2944871586,0.0,0.0,0.0,99.11,2.33,3.23,5.46,2031-11-26,3.375,6.29,0.0,0.0,0.0,0
XS2947181769,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2947917527,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2948434266,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2948435743,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2948768556,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2953808610,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2963709329,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2964612969,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS3017216097,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS3025746853,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS3032929930,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS3040135918,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS3040316971,0.0,0.0,0.0,102.17,2.38,3.36,4.15,2030-04-01,3.75,4.63,0.0,0.0,0.0,0
XS2971648725,0.0,0.0,0.0,99.922,3.03,4.09,8.0,2035-07-16,4.083,9.93,0.0,0.0,1.18,0
XS2978482169,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2978594989,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2982312121,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2982322609,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2982327152,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2982332319,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2982332400,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2983840435,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2983840518,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2986639701,0.0,0.0,0.0,100.7,2.7,3.66,7.75,2035-01-30,3.625,9.47,0.0,0.0,0.0,0
XS3062135556,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS3074457196,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS3074499511,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS3075392251,0.0,0.0,0.0,100.0,3.1,3.53,1.42,2035-11-16,4.0,10.26,0.0,0.0,0.0,0
XS3075490188,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2999576080,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS3000760416,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS3003427872,0.0,0.0,0.0,100.55,2.31,3.12,5.73,2032-02-17,3.125,6.52,0.0,0.0,0.0,0
XS3008888953,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS3008889092,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS3008889175,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS3009463996,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS3010075151,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS3012975481,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS3015684361,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS3016383294,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS3098989588,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS3099076047,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS3101363011,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS3101504952,0.0,0.0,0.0,100.32,2.36,3.25,6.02,2032-06-24,3.375,6.87,0.0,0.0,0.0,0
XS3106096178,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS3041347637,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS3041419642,0.0,0.0,0.0,100.0,4.16,4.61,1.29,2035-10-02,4.0,10.14,0.0,0.0,0.0,0
XS3047452316,0.0,0.0,0.0,102.22,3.18,4.46,4.61,2031-01-31,4.875,5.47,0.0,0.0,0.51,0
XS3047654705,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS3048498789,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS3048498946,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS3048621737,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS3048660982,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS3052775338,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS3057921523,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS3058004907,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2728016739,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2729669239,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2729836234,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2739132897,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2740838755,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2694320396,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS3075491152,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS3075496896,0.0,0.0,0.0,100.15,2.4,2.77,4.38,2030-05-21,2.875,4.77,0.0,0.0,0.0,0
XS3077018714,0.0,0.0,0.0,101.84,2.6,3.6,5.06,2031-05-21,3.875,5.77,0.0,0.0,0.0,0
XS3078563874,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS3083834666,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS3085263138,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS3090081897,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS3090092233,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS3096163160,0.0,0.0,0.0,99.83,2.46,3.34,6.05,2032-07-01,3.25,6.88,0.0,0.0,0.0,0
XS3098976098,0.0,0.0,0.0,100.5,3.0,4.07,8.56,2036-06-18,4.135,10.85,0.0,0.0,0.2,0
XS2701367372,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2701724663,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2666415836,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS3106724241,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS3128477521,0.0,0.0,0.0,99.58,2.4,3.2,5.35,2031-07-22,3.0,5.94,0.0,0.0,0.0,0
XS3075490261,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2708003863,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2708143958,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2708205229,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2708221341,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2709281450,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2719281227,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2719293826,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2721465271,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2725838465,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2725942523,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2694036752,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2632826553,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS3106723516,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2694863841,0.0,0.0,0.0,103.3,1.66,2.48,6.93,2033-09-26,3.25,8.12,0.0,0.0,0.08,0
XS2694872081,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2694872594,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2694874533,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2695047659,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2696224315,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2698773830,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2698773913,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2699513540,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2699558305,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2700605285,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2700673440,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2700690964,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2665176298,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2623496085,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2673536541,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2673808486,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2673808726,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2676882900,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2678310686,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2678749990,0.0,0.0,0.0,100.5,2.86,4.17,6.29,2033-09-12,5.272,8.08,0.0,0.0,0.0,0
XS2680134827,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2681334962,0.0,0.0,0.0,102.97,1.13,1.51,2.87,2028-09-13,3.125,3.08,0.0,0.0,0.08,0
XS2681940297,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2682331728,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2684860203,0.0,0.0,0.0,100.0,2.03,3.2,3.17,2030-03-26,4.875,4.62,0.0,0.0,0.0,0
XS2688839161,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2689038102,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2692114403,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2631238677,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2592658947,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2633317701,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2634567429,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2634690114,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2636745882,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2637954582,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2640881608,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2640884701,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2641794081,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2643320018,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2647411573,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2648672660,0.0,0.0,0.0,103.52,2.66,3.14,6.76,2033-07-12,3.875,7.92,0.0,0.0,0.0,0
XS2649891327,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2655852726,0.0,0.0,0.0,103.85,2.19,3.18,6.79,2033-07-24,3.875,7.95,0.0,0.0,0.1,0
XS2662197842,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2620212386,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2577874782,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2623956773,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2623957078,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2624502360,0.0,0.0,0.0,100.92,2.49,2.86,0.97,2033-05-17,3.0,7.76,0.0,0.0,0.1,0
XS2625195891,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2625196352,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2625968347,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2625968693,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2625968776,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2627121259,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2627369387,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2627546851,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2628390366,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2630111982,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2630112014,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2592650373,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2567550921,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2592799766,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2593389302,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2593770485,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2595650222,0.0,0.0,0.0,103.95,1.58,2.41,4.52,2030-09-06,3.25,5.07,0.0,0.0,0.01,0
XS2597110027,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2597999452,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2605008304,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2606341787,0.0,0.0,0.0,104.7,1.89,3.24,2.49,2029-05-30,5.625,3.79,0.0,0.0,0.0,0
XS2607193435,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2609970848,0.0,0.0,0.0,100.01,2.47,3.78,6.23,2033-04-20,5.399,7.69,0.0,0.0,0.0,0
XS2610236445,0.0,0.0,0.0,109.98,4.12,4.65,6.33,2033-04-13,4.125,7.67,0.0,0.0,0.06,0
XS2613472963,0.0,0.0,0.0,103.7,2.41,3.5,6.44,2033-04-20,4.25,7.69,0.0,0.0,0.1,0
XS2615030264,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2615940215,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2577572188,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2545425980,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2579191532,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2579284469,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2579897633,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2581393134,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2582098187,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2583205906,0.0,0.0,0.0,99.58,2.45,3.57,6.91,2034-02-03,4.375,8.48,0.0,0.0,0.0,0
XS2583390021,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2585964476,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2587748174,0.0,0.0,0.0,99.85,1.72,2.44,5.84,2032-02-16,2.75,6.51,0.0,0.0,0.0,0
XS2588885025,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2589260723,0.0,0.0,0.0,104.5,2.08,3.12,4.84,2031-02-20,4.0,5.52,0.0,0.0,0.1,0
XS2589260996,0.0,0.0,0.0,93.69,2.95,4.1,11.89,2043-02-20,4.5,17.53,0.0,0.0,0.0,0
XS2589361240,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2590759986,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2567535377,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2521913306,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2567562694,0.0,0.0,0.0,93.17,2.19,2.84,1.56,2034-06-11,5.0,8.83,0.0,0.0,0.02,0
XS2567565952,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2569287795,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2570955505,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2574873183,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2574873266,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2576364371,0.0,0.0,0.0,102.76,1.77,2.22,2.28,2028-01-17,3.5,2.43,0.0,0.0,0.0,0
XS2576622760,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
