,Numero Contratti,Volume Ultimo,Volume totale,Prezzo ufficiale,Rendimento effettivo a scadenza netto,Rendimento effettivo a scadenza lordo,Duration modificata,Scadenza,Tasso Cedola su base Annua,anni_scadenza,median_monthly_volume_million,min_monthly_volume_million,max_monthly_volume_million,ratings
DE000BU22031,0.0,0.0,0.0,100.316,1.53,1.91,0.33,2025-12-12,3.1,0.33,1.36,0.17,3.85,60
XS2015227494,1.0,15000.0,15000.0,92.15,2.28,2.3,3.76,2029-06-20,0.125,3.85,1.35,0.14,2.83,59
DE0001141869,0.0,0.0,0.0,98.665,1.76,1.94,2.09,2027-10-15,1.3,2.17,1.35,0.17,3.05,59
FR0013154028,2.0,5000.0,55000.0,51.8819,3.9,4.25,23.19,2066-05-25,1.75,40.81,1.33,0.2,20.6,59
XS1555331617,2.0,1000.0,50000.0,97.93,1.83,1.91,1.39,2027-01-15,0.5,1.42,1.33,0.67,3.5,59
XS2567573899,2.0,10000.0,20000.0,100.32,3.45,4.34,10.49,2036-07-20,,10.94,1.33,0.29,3.4,59
DE0001345908,0.0,0.0,0.0,97.52386,1.23,1.92,1.2,2026-11-05,,1.23,1.32,0.29,2.43,59
ES0000012B47,4.0,5000.0,44000.0,81.27857,3.56,3.95,15.78,2048-10-31,2.7,23.23,1.32,0.08,2.5,59
XS2027596530,22.0,5000.0,779000.0,85.96894,4.65,4.94,5.33,2031-07-16,2.124,5.92,1.31,0.87,2.38,59
BE0000333428,1.0,12657.0,12657.0,99.29418,2.71,3.09,7.64,2034-06-22,3.0,8.86,1.3,0.36,2.28,59
XS0960306578,0.0,0.0,0.0,101.435,2.12,2.46,4.59,2030-09-13,2.75,5.08,1.3,0.19,3.2,59
DE000BU25059,1.0,15000.0,15000.0,99.52333,2.03,2.32,4.82,2030-10-10,2.2,5.16,1.28,0.85,1.7,58
XS2552850096,8.0,40000.0,140000.0,95.21625,2.82,3.63,6.9,2034-01-22,5.0,8.45,1.28,0.18,3.04,58
NL0010071189,0.0,0.0,0.0,99.00714,2.34,2.66,6.6,2033-01-15,2.5,7.43,1.27,0.39,2.21,58
ES0000012K20,1.0,6000.0,6000.0,87.43,2.75,2.85,6.38,2032-04-30,0.7,6.72,1.27,0.11,3.38,58
ES0000012G26,1.0,15000.0,15000.0,97.64068,1.96,2.07,1.91,2027-07-30,0.8,1.96,1.27,0.24,2.61,58
IT0005579534,1.0,10000.0,10000.0,99.12571,2.22,2.99,6.9,2034-01-10,6.5,8.41,1.25,0.47,2.74,58
DE0001102556,0.0,0.0,0.0,93.62429,2.05,2.05,3.19,2028-11-15,,3.26,1.25,0.39,3.75,58
EU000A287074,1.0,10000.0,10000.0,94.85,2.04,2.04,2.75,2028-06-02,,2.8,1.22,0.08,3.27,57
XS2753429047,0.0,0.0,0.0,103.22397,2.61,3.13,3.61,2029-07-25,4.0,3.95,1.22,0.23,2.46,57
AT0000A269M8,0.0,0.0,0.0,94.06,2.24,2.31,3.41,2029-02-20,0.5,3.52,1.22,0.09,2.06,57
IT0005659609,1.0,200000.0,200000.0,101.5,5.26,7.16,3.41,2035-07-17,7.375,9.93,1.22,0.61,1.83,57
DE0001102465,3.0,29000.0,91000.0,93.91,2.05,2.09,3.42,2029-02-15,0.25,3.51,1.21,0.14,3.47,57
EU000A283859,10.0,20000.0,152000.0,88.765,2.42,2.42,5.02,2030-10-04,,5.14,1.21,0.31,2.4,57
FR0013480613,6.0,22000.0,100000.0,45.58,4.01,4.16,21.79,2052-05-25,0.75,26.8,1.21,0.34,2.58,57
XS1768067297,14.0,24000.0,615000.0,92.74913,3.98,4.32,4.06,2030-02-08,2.5,4.49,1.2,0.82,3.27,57
XS1938387237,0.0,0.0,0.0,94.49039,2.14,2.23,3.33,2029-01-22,0.625,3.44,1.19,0.29,4.05,57
FR0000187635,0.0,0.0,0.0,117.45,2.38,3.03,5.79,2032-10-25,5.75,7.2,1.17,0.33,1.81,57
DE000BU22072,0.0,0.0,0.0,100.11,1.67,1.93,1.28,2026-12-10,2.0,1.32,1.17,0.01,3.42,57
FI4000511449,2.0,41000.0,46000.0,98.11,1.85,1.85,1.07,2026-09-15,,1.09,1.17,0.28,2.14,57
BE0000353624,4.0,54753.0,133000.0,30.49038,3.78,3.96,31.6,2071-06-22,0.65,45.88,1.16,0.2,4.25,57
AT0000A2NW83,2.0,30000.0,41000.0,86.85364,2.6,2.6,5.38,2031-02-20,,5.52,1.15,0.49,1.59,56
XS2708218800,1.0,10000.0,10000.0,93.50517,2.72,3.52,8.75,2037-03-01,8.0,11.55,1.14,0.28,2.39,56
EU000A4D7ZW2,1.0,97000.0,97000.0,99.03,2.38,2.71,6.09,2032-05-14,2.5,6.75,1.13,0.45,2.66,56
ES0000012E69,1.0,5000.0,5000.0,88.41818,3.0,3.25,8.84,2035-07-30,1.85,9.96,1.13,0.18,7.24,56
EU000A3K4EL9,0.0,0.0,0.0,104.00272,3.27,3.76,12.92,2044-04-04,4.0,18.65,1.13,0.3,2.88,56
EU000A3KRJQ6,0.0,0.0,0.0,91.73762,2.29,2.29,3.8,2029-07-04,,3.89,1.13,0.44,3.21,56
XS1422953932,1.0,10000.0,10000.0,90.08,2.55,2.69,6.28,2032-04-14,1.0,6.67,1.13,0.24,1.88,56
XS1970549561,6.0,70000.0,191000.0,86.25438,5.09,5.57,7.02,2034-04-03,3.5,8.64,1.11,0.76,2.26,56
DE000BU2Z015,0.0,0.0,0.0,100.18686,2.25,2.57,6.97,2033-08-15,2.6,8.01,1.1,0.16,5.25,56
NL0012818504,1.0,11270.0,11270.0,96.22326,2.03,2.13,2.84,2028-07-15,0.75,2.92,1.08,0.16,5.36,55
ES00000128P8,0.0,0.0,0.0,99.24167,1.8,2.0,1.66,2027-04-30,1.5,1.71,1.08,0.06,3.26,55
DE000BU2D012,7.0,4900.0,269900.0,93.23537,2.9,3.29,19.53,2056-08-15,2.9,31.02,1.06,0.64,1.98,55
EU000A285VM2,1.0,10000.0,10000.0,74.84654,2.94,2.94,9.61,2035-07-04,,9.89,1.06,0.19,3.52,55
IT0001308508,0.0,0.0,0.0,191.64,3.48,3.5,3.39,2029-02-15,,3.51,1.06,0.07,1.55,55
DE0001135325,1.0,50000.0,50000.0,114.81,2.5,2.99,10.64,2039-07-04,4.25,13.9,1.06,0.4,2.27,55
XS1490787113,2.0,11000.0,22000.0,100.25,1.74,2.45,0.98,2026-09-28,3.0,1.12,1.06,0.19,2.46,55
NL0011819040,3.0,4000.0,49000.0,98.71947,1.86,1.92,0.9,2026-07-15,0.5,0.92,1.06,0.6,8.55,55
XS2538440780,2.0,3000.0,23000.0,102.82651,1.85,2.47,1.05,2026-09-27,5.0,1.12,1.05,0.42,2.5,55
FR0010070060,2.0,5000.0,15000.0,111.55544,2.81,3.36,7.74,2035-04-25,4.75,9.7,1.05,0.37,2.26,55
ES0000012A89,0.0,0.0,0.0,98.57,1.89,2.08,2.13,2027-10-31,1.45,2.21,1.05,0.07,2.21,55
ES0000012F76,2.0,100000.0,158000.0,91.07336,2.48,2.55,4.54,2030-04-30,0.5,4.71,1.05,0.18,3.83,55
XS2178857285,0.0,0.0,0.0,100.3,1.92,2.26,0.53,2026-02-26,2.75,0.54,1.04,0.3,2.69,54
FI4000167317,2.0,1000.0,41000.0,99.87822,3.23,3.34,0.09,2025-09-15,0.875,0.09,1.03,0.46,2.34,54
XS2154339860,4.0,10000.0,88000.0,94.41,2.15,2.15,2.7,2028-05-15,,2.75,1.03,0.31,3.45,54
NL0012171458,1.0,27000.0,27000.0,97.76074,1.9,2.0,1.87,2027-07-15,0.75,1.92,1.03,0.27,2.03,54
EU000A3LS460,0.0,0.0,0.0,99.5025,2.49,2.84,7.31,2034-01-16,2.75,8.43,1.03,0.09,1.52,54
IT0000966017,0.0,0.0,0.0,96.78889,0.63,2.36,1.37,2027-01-08,,1.4,1.02,0.39,1.5,54
XS2283340060,3.0,8000.0,12000.0,87.65875,2.55,2.55,5.29,2031-01-14,,5.42,1.02,0.07,1.6,54
XS2829752620,0.0,0.0,0.0,94.67,2.82,3.68,8.51,2036-07-01,8.5,10.89,1.01,0.17,2.78,54
FR001400CMX2,1.0,16898.0,16898.0,82.02661,3.59,3.94,13.54,2043-05-25,2.5,17.79,1.0,0.34,2.18,54
XS2647979181,0.0,0.0,0.0,101.87,2.41,2.8,6.96,2033-07-15,3.0,7.92,1.0,0.27,2.99,54
ES0000012B39,0.0,0.0,0.0,98.06,1.98,2.16,2.62,2028-04-30,1.4,2.71,0.98,0.17,2.49,53
DE0001030567,3.0,6000.0,156000.0,98.801,-0.27,2.37,0.49,2026-04-15,0.1,0.67,0.98,0.23,6.58,53
XS0219724878,1.0,3000.0,3000.0,109.02,2.67,3.15,9.39,2037-10-15,4.0,12.18,0.97,0.03,2.38,53
NL00150006U0,1.0,13000.0,13000.0,86.50833,2.52,2.52,5.78,2031-07-15,,5.92,0.97,0.34,2.89,53
AT0000A1K9C8,0.0,0.0,0.0,98.7,1.83,1.92,1.15,2026-10-20,0.75,1.18,0.96,0.38,2.22,53
EU000A1G0D70,0.0,0.0,0.0,97.08118,2.05,2.17,2.42,2028-02-14,0.95,2.5,0.96,0.33,1.57,53
XS1608207566,1.0,26000.0,26000.0,99.98227,1.81,2.49,0.98,2027-05-17,2.627,1.76,0.95,0.16,2.4,53
XS2398707914,0.0,0.0,0.0,98.75,2.5,3.28,5.86,2032-04-05,3.0,6.65,0.95,0.24,1.84,53
XS0755873253,0.0,0.0,0.0,102.41,1.59,2.02,1.6,2027-04-15,3.5,1.67,0.95,0.25,1.11,53
DE000BU25018,1.0,20000.0,20000.0,101.01,1.78,2.08,2.98,2028-10-19,2.4,3.18,0.95,0.09,4.65,53
XS2447602793,4.0,60000.0,89000.0,98.37438,2.69,3.05,6.05,2032-05-25,2.75,6.78,0.93,0.6,1.99,52
EU000A3LVAL6,0.0,0.0,0.0,101.68,2.0,2.35,3.68,2029-07-17,2.75,3.93,0.93,0.29,2.04,52
ES0000012O75,1.0,10000.0,10000.0,97.51483,3.32,3.76,11.53,2041-01-31,3.5,15.48,0.93,0.48,1.27,52
EU000A1HBXS7,2.0,37000.0,47000.0,100.83,1.77,2.08,2.11,2027-11-04,2.5,2.22,0.93,0.11,1.74,52
ES0000012K46,0.0,0.0,0.0,65.01085,3.74,4.05,18.63,2052-10-31,1.9,27.23,0.92,0.18,2.52,52
XS1854164024,2.0,10000.0,27000.0,100.65,1.4,2.17,0.9,2026-07-16,3.0,0.92,0.91,0.22,1.99,52
XS2055781962,0.0,0.0,0.0,77.41091,2.83,2.84,8.89,2034-10-13,0.05,9.17,0.9,0.13,2.76,52
EU000A3KNYF7,0.0,0.0,0.0,99.012,1.71,1.71,0.55,2026-03-04,,0.55,0.9,0.09,3.44,52
EU000A3K4DD8,0.0,0.0,0.0,89.11,2.63,2.76,6.5,2032-07-06,1.0,6.9,0.88,0.07,5.59,51
FR001400XJJ3,1.0,55000.0,55000.0,90.94021,3.78,4.28,17.26,2056-05-25,3.75,30.8,0.88,0.48,1.62,51
AT0000A33SH3,0.0,0.0,0.0,102.12106,1.96,2.32,3.53,2029-05-23,2.9,3.78,0.88,0.07,1.96,51
DE000BU3Z005,1.0,30215.0,30215.0,98.8,2.22,2.52,6.73,2033-02-15,2.3,7.51,0.88,0.15,3.03,51
ES0000012N43,1.0,80000.0,80000.0,101.97,2.35,2.74,5.39,2031-07-30,3.1,5.96,0.87,0.15,1.78,51
IT0005638371,5.0,3000.0,88000.0,98.8,2.9,3.69,12.13,2038-03-10,4.5,12.58,0.87,0.35,4.01,51
BE0000337460,1.0,5000.0,5000.0,99.149,1.8,1.92,0.84,2026-06-22,1.0,0.85,0.87,0.48,3.09,51
ES0000012P33,2.0,220000.0,225000.0,99.39183,2.9,3.3,8.53,2035-10-31,3.2,10.22,0.86,0.39,5.49,51
DE000BU2Z031,4.0,25000.0,52000.0,99.88091,2.33,2.66,7.71,2034-08-15,2.6,9.01,0.84,0.02,3.34,51
XS2702860896,0.0,0.0,0.0,102.629,2.05,2.45,3.02,2028-11-17,3.2,3.26,0.84,0.06,1.7,51
DE0001102531,0.0,0.0,0.0,88.58778,2.3,2.3,5.39,2031-02-15,,5.51,0.84,0.18,7.71,51
ES0000012L78,3.0,10000.0,31000.0,104.29,2.63,3.07,6.89,2033-10-31,3.55,8.22,0.84,0.05,4.73,51
XS1394055872,0.0,0.0,0.0,98.931,1.63,1.68,0.66,2026-04-14,0.375,0.67,0.83,0.0,2.39,50
XS2446841657,0.0,0.0,0.0,97.42308,1.81,1.86,2.04,2027-09-15,0.375,2.09,0.83,0.35,2.37,50
EU000A3K4D82,1.0,100000.0,100000.0,100.88,1.66,2.01,1.09,2026-10-05,2.75,1.14,0.83,0.2,1.16,50
PTOTEBOE0020,1.0,150000.0,150000.0,105.43625,3.26,3.76,13.19,2045-02-15,4.1,19.52,0.82,0.35,1.35,50
XS1850111789,0.0,0.0,0.0,,,,,,,,0.82,0.12,3.1,50
ES0000012G34,0.0,0.0,0.0,93.45455,2.46,2.63,4.9,2030-10-31,1.25,5.22,0.82,0.2,2.41,50
XS1379091546,1.0,90000.0,90000.0,99.902,1.67,2.24,0.73,2026-05-10,2.2,0.74,0.82,0.14,1.63,50
IT0005503393,3.0,7896.0,12000.0,101.95,2.73,4.01,1.9,2027-09-23,,2.11,0.8,0.16,2.09,50
XS1218809389,1.0,20000.0,20000.0,91.74,2.35,2.42,4.51,2030-04-16,0.5,4.67,0.8,0.24,2.08,50
XS2251371022,0.0,0.0,0.0,94.97,2.02,2.02,2.57,2028-03-28,,2.62,0.8,0.35,1.55,50
EU000A1G0DE2,0.0,0.0,0.0,,,,,,,,0.79,0.13,1.08,50
FR001400NEF3,2.0,4000.0,8000.0,85.32,3.66,4.09,15.95,2049-06-25,3.0,23.88,0.78,0.02,2.06,49
NL0015001AM2,5.0,12151.0,37151.0,98.518,2.39,2.72,7.07,2033-07-15,2.5,7.92,0.77,0.12,2.75,49
XS2109438387,0.0,0.0,0.0,96.32,2.42,2.97,0.97,2030-01-31,2.05,4.47,0.76,0.09,1.2,49
AT0000A3D3Q8,3.0,1000.0,2100.0,98.7593,2.95,3.36,11.03,2039-07-15,3.2,13.93,0.76,0.09,2.62,49
ES0000012K53,5.0,10000.0,59000.0,93.77,2.32,2.42,3.82,2029-07-30,0.8,3.96,0.76,0.32,3.15,49
EU000A1Z6TV6,0.0,0.0,0.0,86.22968,2.91,3.12,9.0,2035-10-04,1.5,10.15,0.76,0.27,2.94,49
BE0000352618,0.0,0.0,0.0,84.55,2.76,2.76,6.03,2031-10-22,,6.19,0.75,0.26,2.02,49
IT0001302733,4.0,2000.0,12000.0,196.39862,3.29,3.34,3.36,2029-02-01,,3.47,0.75,0.17,1.89,49
AT0000A2T198,1.0,10000.0,10000.0,72.97,3.17,3.22,10.65,2036-10-20,0.25,11.19,0.75,0.24,1.99,49
XS2558594391,1.0,12000.0,12000.0,103.88,1.68,2.31,1.45,2027-02-22,5.0,1.53,0.73,0.13,1.34,48
PTOTEWOE0017,1.0,52000.0,52000.0,94.50152,2.68,2.98,7.67,2034-04-18,2.25,8.68,0.73,0.37,2.53,48
FR0010916924,0.0,0.0,0.0,101.0961,1.49,1.91,0.69,2026-04-25,3.5,0.7,0.72,0.13,13.36,48
EU000A283867,0.0,0.0,0.0,61.39667,3.46,3.48,14.48,2040-10-04,0.1,15.15,0.72,0.04,3.88,48
AT0000A2EJ08,0.0,0.0,0.0,53.296,3.5,3.64,21.35,2051-03-20,0.75,25.61,0.72,0.08,2.97,48
ES00000124H4,2.0,2000.0,3000.0,117.69276,3.27,3.85,12.29,2044-10-31,5.15,19.23,0.72,0.11,1.97,48
PTOTEAOE0005,3.0,10000.0,20000.0,98.86835,2.75,3.13,8.36,2035-06-15,3.0,9.84,0.71,0.44,1.3,48
EU000A1U9894,0.0,0.0,0.0,99.868,0.11,0.24,0.11,2025-09-23,1.0,0.11,0.71,0.0,1.65,48
XS2225428809,0.0,0.0,0.0,88.45,2.49,2.49,4.95,2030-09-09,,5.07,0.71,0.13,1.88,48
EU000A3KTGW6,0.0,0.0,0.0,49.4359,3.7,3.83,21.68,2051-07-06,0.7,25.91,0.7,0.07,2.55,48
PTOTE5OE0007,0.0,0.0,0.0,108.6,2.8,3.29,9.19,2037-04-15,4.1,11.68,0.68,0.04,1.77,47
NL0015000LS8,0.0,0.0,0.0,92.9,2.2,2.2,3.35,2029-01-15,,3.42,0.68,0.13,2.15,47
FR001400XLW2,1.0,2860.0,2860.0,100.28769,2.03,2.35,2.91,2028-09-24,2.4,3.12,0.68,0.05,1.03,47
XS1551929760,0.0,0.0,0.0,100.12,1.79,2.49,0.98,2027-01-25,2.7,1.45,0.67,0.05,1.27,47
XS2194790262,0.0,0.0,0.0,73.98,3.01,3.01,9.95,2035-11-15,0.01,10.26,0.67,0.19,2.47,47
DE000BU25026,0.0,0.0,0.0,99.90094,1.88,2.14,3.47,2029-04-12,2.1,3.66,0.67,0.11,15.56,47
IT0004976558,1.0,22000.0,22000.0,89.21,2.24,2.54,4.44,2030-03-01,,4.55,0.67,0.19,1.4,47
XS3109446610,1.0,15000.0,15000.0,100.1229,2.75,3.14,6.1,2032-07-07,3.125,6.9,0.66,0.34,0.98,47
BE0000346552,1.0,56000.0,56000.0,89.16588,2.75,2.92,7.12,2033-04-22,1.25,7.69,0.66,0.15,2.15,47
AT0000A3HU25,2.0,10000.0,20000.0,99.49574,2.67,3.05,8.07,2035-02-20,2.95,9.53,0.66,0.12,1.47,47
AT0000A39UW5,0.0,0.0,0.0,99.95667,2.58,2.94,7.36,2034-02-20,2.9,8.53,0.66,0.05,1.87,47
PTOTELOE0028,0.0,0.0,0.0,90.72,2.38,2.45,4.98,2030-10-18,0.475,5.18,0.65,0.17,1.37,46
DE000BU27006,1.0,1000.0,1000.0,100.49,2.02,2.32,4.81,2030-11-15,2.4,5.26,0.65,0.3,9.29,46
XS2626024868,0.0,0.0,0.0,101.30769,2.13,2.48,4.59,2030-07-30,2.75,4.96,0.64,0.17,1.96,46
FR001400WYO4,0.0,0.0,0.0,96.69556,3.44,3.91,12.22,2042-05-25,3.6,16.79,0.64,0.0,2.33,46
EU000A3KT6B1,0.0,0.0,0.0,63.23167,3.53,3.61,14.65,2041-07-04,0.45,15.9,0.63,0.14,2.56,46
FR0014002JM6,3.0,50000.0,88000.0,54.85016,3.87,3.96,16.98,2044-06-25,0.5,18.88,0.63,0.2,1.11,46
ES00000122E5,0.0,0.0,0.0,,,,,,,,0.63,0.27,1.07,46
FR0014009O62,1.0,96.0,96.0,76.36889,3.51,3.71,11.26,2038-05-25,1.25,12.79,0.63,0.11,4.07,46
BE0000336454,1.0,9000.0,9000.0,84.04,3.24,3.51,10.96,2038-06-22,1.9,12.86,0.63,0.06,1.47,46
AT0000A3EPP2,0.0,0.0,0.0,100.63,2.09,2.4,3.85,2029-10-20,2.5,4.19,0.63,0.22,1.56,46
ES0000012932,0.0,0.0,0.0,108.20714,2.91,3.41,8.94,2037-01-31,4.2,11.47,0.62,0.07,1.54,45
DE0001030583,1.0,4000.0,4000.0,95.5175,2.27,2.51,5.6,2033-04-15,0.1,7.67,0.62,0.08,1.87,45
DE0001030708,0.0,0.0,0.0,89.61,2.25,2.25,4.9,2030-08-15,,5.01,0.61,0.1,1.25,45
XS1312891549,2.0,3000.0,6000.0,100.04626,2.02,2.36,0.21,2025-10-29,2.75,0.21,0.61,0.35,2.86,45
BE0000360694,1.0,10000.0,10000.0,97.7471,2.8,3.16,7.77,2034-10-22,2.85,9.19,0.61,0.24,1.15,45
ES0000012O59,1.0,50000.0,50000.0,100.55,1.92,2.24,2.67,2028-05-31,2.4,2.8,0.6,0.28,2.49,45
BE0000331406,7.0,10911.0,65911.0,98.52121,3.39,3.87,13.7,2045-06-22,3.75,19.87,0.6,0.18,1.43,45
BE0000359688,1.0,19000.0,19000.0,95.56314,3.38,3.82,12.95,2043-06-22,3.45,17.87,0.6,0.08,1.26,45
EU000A1G0EB6,1.0,10000.0,10000.0,99.161,1.69,1.75,0.45,2026-01-26,0.4,0.45,0.59,0.2,1.26,44
IT0001203253,6.0,5000.0,28000.0,93.42,1.62,2.77,2.43,2028-02-10,,2.49,0.59,0.12,2.3,44
FR0013257524,1.0,3000.0,3000.0,69.96056,3.75,4.07,16.7,2048-05-25,2.0,22.79,0.59,0.21,1.89,44
IT0005645111,1.0,4000.0,4000.0,105.0,1.98,2.83,2.01,2038-04-10,7.0,12.66,0.59,0.13,6.6,44
BE0000363722,4.0,2000.0,22000.0,98.81,2.85,3.25,8.33,2035-06-22,3.1,9.86,0.59,0.16,1.41,44
FI4000006176,0.0,0.0,0.0,,,,,,,,0.59,0.19,2.09,44
XS1978552237,1.0,13000.0,13000.0,97.62,1.89,1.91,1.15,2026-10-15,0.1,1.17,0.58,0.05,1.98,44
BE0000357666,1.0,50000.0,50000.0,100.3,2.6,2.98,6.89,2033-06-22,3.0,7.86,0.58,0.22,1.92,44
EU000A1ZR7H3,5.0,5000.0,17000.0,96.67267,2.1,2.29,3.92,2029-10-04,1.375,4.14,0.58,0.19,2.75,44
DE0001030724,1.0,25527.0,25527.0,45.55,3.18,3.22,24.24,2050-08-15,,25.02,0.57,0.26,1.39,44
NL0015001XZ6,0.0,0.0,0.0,97.6392,2.48,2.82,7.86,2034-07-15,2.5,8.92,0.56,0.13,1.0,44
XS0229808315,0.0,0.0,0.0,101.7274,-9.81,-9.35,0.16,2025-10-10,3.693,0.16,0.56,0.03,1.12,44
AT0000A2WSC8,0.0,0.0,0.0,89.75636,2.6,2.73,6.16,2032-02-20,0.9,6.52,0.55,0.08,1.03,43
XS1696445516,1.0,5000.0,5000.0,98.73459,2.18,2.41,2.06,2027-10-10,1.75,2.16,0.55,0.27,0.92,43
DE000BU25042,0.0,0.0,0.0,100.77,1.96,2.27,4.33,2030-04-18,2.4,4.68,0.54,0.0,3.46,43
FR0013404969,0.0,0.0,0.0,59.76429,3.88,4.14,18.55,2050-05-25,1.5,24.79,0.54,0.17,3.01,43
SI0002104121,2.0,2000.0,4000.0,28.25,3.61,3.81,33.68,1981-03-03,0.6875,-44.48,0.53,0.06,1.3,43
ES0000012I24,0.0,0.0,0.0,75.08,3.37,3.5,10.93,2037-07-30,0.85,11.97,0.53,0.04,1.47,43
EU000A1G0DY0,0.0,0.0,0.0,97.8,1.95,2.07,1.9,2027-07-26,0.875,1.95,0.53,0.08,1.07,43
XS0505157965,0.0,0.0,0.0,106.77,1.96,2.45,4.21,2030-04-15,4.0,4.67,0.53,0.08,1.07,43
XS2161992511,6.0,4000.0,55000.0,87.95533,3.44,3.68,6.13,2032-04-28,1.625,6.71,0.53,0.22,0.79,43
DE0001030559,0.0,0.0,0.0,99.63,1.51,2.33,3.39,2030-04-15,0.5,4.67,0.52,0.22,1.39,43
XS1822868698,0.0,0.0,0.0,99.3,1.89,2.43,0.98,2028-05-24,2.049,2.78,0.51,0.07,0.74,42
DE000BU2F009,0.0,0.0,0.0,94.26205,2.76,3.1,12.55,2041-05-15,2.6,15.76,0.51,0.02,1.59,42
XS3124393367,1.0,10000.0,10000.0,98.23712,3.74,4.27,13.3,2045-07-18,4.125,19.94,0.51,0.38,0.65,42
FR001400Z2L7,0.0,0.0,0.0,99.44522,2.46,2.8,5.01,2031-02-25,2.7,5.54,0.5,0.0,2.44,42
XS2558195694,3.0,10000.0,29000.0,88.43,2.93,3.39,0.97,2033-02-22,10.0,7.53,0.5,0.23,1.47,42
ES0000012C12,0.0,0.0,0.0,96.85,2.52,3.08,5.86,2033-11-30,0.7,8.3,0.5,0.01,1.43,42
XS1346201889,4.0,100000.0,305000.0,90.08,3.2,3.52,8.85,2036-01-18,2.375,10.44,0.5,0.29,0.83,42
FI4000480488,0.0,0.0,0.0,41.01684,3.6,3.63,24.98,2052-04-15,0.125,26.69,0.49,0.01,1.49,42
EU000A1G0DR4,0.0,0.0,0.0,97.89,1.94,2.04,1.68,2027-05-03,0.75,1.72,0.49,0.02,0.84,42
EU000A1GVVF8,2.0,90000.0,100000.0,101.03,1.56,1.94,1.01,2026-09-04,3.0,1.06,0.49,0.18,1.48,42
FR0010773192,1.0,50000.0,50000.0,108.04167,3.28,3.82,11.2,2041-04-25,4.5,15.71,0.49,0.12,1.29,42
NL0010721999,5.0,12555.0,28555.0,91.52646,2.97,3.33,15.42,2047-01-15,2.75,21.44,0.48,0.12,0.86,41
ES0000012G42,0.0,0.0,0.0,71.56417,3.54,3.73,13.05,2040-10-31,1.2,15.22,0.48,0.2,2.09,41
XS2574388646,0.0,0.0,0.0,101.08,2.4,2.77,6.5,2033-01-12,2.875,7.42,0.48,0.1,1.12,41
XS3129375732,1.0,3000.0,3000.0,100.02,2.75,3.13,8.46,2035-07-23,3.0,9.95,0.47,0.44,0.5,41
EU000A1G0BJ5,2.0,2000.0,50000.0,100.94,2.56,2.93,7.63,2034-09-04,3.0,9.06,0.47,0.05,1.32,41
EU000A1G0D88,0.0,0.0,0.0,98.895,1.68,1.76,1.15,2026-10-16,0.625,1.17,0.47,0.0,1.02,41
NL0013332430,0.0,0.0,0.0,92.96,2.23,2.27,3.82,2029-07-15,0.25,3.92,0.46,0.2,2.0,41
XS1508585772,0.0,0.0,0.0,85.72667,2.7,2.79,7.03,2033-01-12,0.625,7.42,0.46,0.02,1.54,41
NL0000102234,1.0,1000.0,1000.0,109.373,2.55,3.03,9.03,2037-01-15,4.0,11.43,0.46,0.19,0.87,41
XS2259191430,0.0,0.0,0.0,52.75333,4.49,4.77,18.0,2050-11-17,1.5,25.28,0.45,0.21,0.93,40
XS2552842150,0.0,0.0,0.0,94.882,2.28,2.87,0.97,2032-12-22,5.5,7.36,0.45,0.15,1.66,40
IT0006592981,0.0,0.0,0.0,,,,,,,,0.45,0.1,1.37,40
FR0000571150,0.0,0.0,0.0,100.83,0.89,1.58,0.2,2025-10-25,6.0,0.2,0.45,0.1,1.45,40
XS2931403831,3.0,5000.0,415000.0,99.18,2.51,3.39,1.14,2038-01-27,4.25,12.46,0.44,0.26,3.58,40
DE000BU22056,0.0,0.0,0.0,100.896,1.56,1.92,0.83,2026-06-18,2.9,0.84,0.44,0.12,2.24,40
ES0000012M51,0.0,0.0,0.0,103.94,1.97,2.41,3.52,2029-05-31,3.5,3.8,0.43,0.07,10.06,40
BE0000356650,0.0,0.0,0.0,91.41,3.2,3.56,10.99,2039-04-22,2.75,13.7,0.43,0.02,1.42,40
EU000A1G0BL1,1.0,24000.0,24000.0,101.9375,2.06,2.4,3.95,2029-12-03,2.75,4.31,0.43,0.13,1.88,40
EU000A3K4EN5,0.0,0.0,0.0,102.99,1.89,2.28,3.07,2028-12-05,3.125,3.31,0.42,0.0,0.94,40
EU000A4EA8Y7,2.0,5000.0,6000.0,99.312,3.34,3.82,13.82,2045-10-12,3.75,20.18,0.42,0.18,1.9,40
EU000A3K4D41,0.0,0.0,0.0,102.2,2.59,3.0,7.62,2034-07-04,3.25,8.89,0.41,0.12,2.49,39
PTOTEZOE0014,0.0,0.0,0.0,100.55,3.0,3.45,10.17,2038-06-18,3.5,12.85,0.41,0.04,1.03,39
XS3109460959,0.0,0.0,0.0,100.62071,3.36,3.85,9.37,2037-07-07,3.875,11.9,0.41,0.39,0.42,39
XS2922763896,1.0,2000.0,2000.0,100.63044,2.62,3.02,5.42,2031-10-22,3.125,6.19,0.41,0.13,1.42,39
DE0001030757,2.0,12000.0,18000.0,75.35,2.94,3.25,19.94,2053-08-15,1.8,28.02,0.4,0.02,1.67,39
EU000A2SCAB4,3.0,1000.0,36000.0,96.62,2.03,2.16,2.95,2028-09-05,0.875,3.06,0.4,0.07,0.61,39
